"station_id";"name";"latitude";"longitude";"type";"charging_speed";"charging_per_kwh"
129167;"FOSSE 4727 - Rue de Vendome";47.6348;1.284;"Type2";"0kW";"0.00"
129168;"BLOIS 4751 - Mail Pierre Charlot";47.6023;1.34457;"Type2";"0kW";"0.00"
129169;"CHISSAY EN TOURAINE 4724 - Place du Château";47.3369;1.13389;"Type2";"0kW";"0.00"
129170;"SAINT LAURENT NOUAN 4616 - Rue des écoles";47.7157;1.60553;"Type2";"0kW";"0.00"
129171;"SAINT LAURENT NOUAN 4614 - Place Saint-Aignan";47.6854;1.56021;"Type2";"0kW";"0.00"
129172;"SAINT LAURENT NOUAN 4605 - Place du Soleil d'Or";47.7172;1.61288;"Type2";"0kW";"0.00"
129173;"LA VILLE AUX CLERCS 4676 - Rue de l'Abreuvoir";47.9189;1.08588;"Type2";"0kW";"0.00"
129174;"VENDOME 4674 - Geoffrey Martel";47.7913;1.0739;"Type2";"0kW";"0.00"
129176;"VENDOME 4683 - Route du Dr Faton";47.7936;1.07004;"Type2";"0kW";"0.00"
129177;"VENDOME 4678 - Square des Anciens d'Indochine";47.8034;1.07077;"Type2";"0kW";"0.00"
129178;"EPUISAY 4681 - Rue des Bleuets";47.901;0.929607;"Type2";"0kW";"0.00"
129179;"VILLIERS SUR LOIR 4665 - Avenue du Petit Thouars";47.8058;0.995548;"Type2";"0kW";"0.00"
129181;"CONTRES 4693 - Rue de la Gare";47.4184;1.425;"Type2";"0kW";"0.00"
129182;"SOING EN SOLOGNE 4693 - Rue de la Salle des Fêtes";47.4138;1.52515;"Type2";"0kW";"0.00"
129183;"SELOMMES 3964 - Rue rampe des Ecoles";47.7571;1.19237;"Type2";"0kW";"0.00"
129184;"LA CHAPELLE VENDOMOISE 3804";47.6699;1.24234;"Type2";"0kW";"0.00"
129185;"SAINT OUEN 3717 - Allée du Parc de Bel Air";47.8181;1.07545;"Type2";"0kW";"0.00"
129186;"SAINT GERVAIS LA FORET 3780";47.5666;1.3586;"Type2";"0kW";"0.00"
129187;"MENNETOU SUR CHER 2924 - Place du 11 Novembre";47.2684;1.86545;"Type2";"0kW";"0.00"
129188;"OUZOUER LE MARCHE 2932 - Place du 8 Mai";47.9112;1.52632;"Type2";"0kW";"0.00"
129189;"COUR CHEVERNY 2937 - Avenue Anciens combattants";47.5126;1.45591;"Type2";"0kW";"0.00"
129190;"VERNOU EN SOLOGNE 2928 - Place de l'Eglise";47.5005;1.68105;"Type2";"0kW";"0.00"
129191;"VILLEHERVIERS 2927 - Rue de la Gare";47.3656;1.79745;"Type2";"0kW";"0.00"
129192;"MOREE 2935 - Place du 8 Mai";47.9023;1.23337;"Type2";"0kW";"0.00"
129193;"MARCHENOIR 2931 - Route de Blois";47.8211;1.39266;"Type2";"0kW";"0.00"
129194;"SAINT GERVAIS LA FORET 2945 - Route de Chambord";47.573;1.35593;"Type2";"0kW";"0.00"
129195;"PONTLEVOY 2951 - Rue de la Saulaie";47.3905;1.25575;"Type2";"0kW";"0.00"
129196;"CHEMERY 2952 - Rue du Balay";47.3506;1.48293;"Type2";"0kW";"0.00"
129197;"SAINT AIGNAN 2955 - Place du Président Wilson";47.2689;1.37057;"Type2";"0kW";"0.00"
129198;"CELLETTES 2959 - Rue de l'Angevinière";47.5247;1.38804;"Type2";"0kW";"0.00"
129204;"BEAUMONT VILLAGE 5655 - Rue du Bourg neuf";47.1779;1.20818;"Schuko";"0kW";"0.00"
129257;"142736";50.8272;3.26358;"Schuko";"22kW";"0.47"
129267;"ENO061209";51.0352;3.72043;"Schuko";"22kW";"0.47"
129280;"ENO-IVP-F01001";51.2065;3.22901;"Schuko";"22kW";"0.47"
129282;"ENO-IVZ-F01001";51.2068;3.22072;"Schuko";"22kW";"0.47"
129286;"ENO-IVB-F01001";51.2101;3.22235;"Schuko";"22kW";"0.47"
129404;"NL*TNM";48.3636;2.95208;"Type2";"11kW";"0.37"
129405;"NL*TNM";48.3635;2.95191;"Type2";"11kW";"0.37"
129406;"NL*TNM";48.7268;2.57084;"Type2";"11kW";"0.37"
129505;"0010000110-18";51.035;3.73991;"Type2";"11kW";"0.00"
129510;"0010000110-18";50.9976;3.26398;"Type2";"11kW";"0.00"
129512;"0010000110-19";50.8589;3.13425;"Type2";"11kW";"0.32"
129832;"NLALLEGO002384";51.4966;3.6183;"Type2";"11kW";"0.37"
129833;"NLALLEGO002460";51.4533;3.56692;"Type2";"11kW";"0.37"
129834;"NLALLEGO002459";51.4635;3.55598;"Type2";"11kW";"0.37"
129835;"NLALLEGO002402";51.4795;3.55138;"Type2";"11kW";"0.37"
129851;"BEALLEGO000997";50.9972;3.09615;"Type2";"11kW";"0.39"
129852;"BEALLEGO000998";51.0857;2.94339;"Type2";"11kW";"0.39"
129853;"BEALLEGO000999";50.931;3.19211;"Type2";"11kW";"0.39"
129855;"BEALLEGO001031";50.9272;3.22146;"Type2";"11kW";"0.39"
129925;"NL*TNM";48.3634;2.95189;"Type2";"11kW";"0.37"
130012;"EVB-P1744177";50.9958;3.62895;"Type2";"3.7kW";"0.34"
130021;"EVB-P1811280";51.193;3.22221;"Type2";"3.7kW";"0.33"
130032;"Karus";50.9951;3.7758;"Type2";"11kW";"0.33"
130089;"NL*TNM";50.6438;3.06796;"Type2";"11kW";"0.37"
130134;"somag";49.0464;2.0764;"Type2";"22kW";"0.00"
130267;"0010000110-18";50.9322;2.73578;"Type2";"11kW";"0.35"
130335;"SGA-Mobility";49.3245;1.21945;"Type3";"22kW";"0.00"
3028;"Alfen GDH2381";52.0656;4.28562;"Type2";"11kW";"0.35"
3030;"Alfen GDH2331";52.0924;4.26121;"Type2";"11kW";"0.35"
3032;"Alfen GDH2351";52.0543;4.30088;"Type2";"11kW";"0.35"
3034;"Alfen GDH2231";52.0569;4.24622;"Type2";"11kW";"0.35"
3036;"Alfen GDH2312";52.0952;4.27269;"Type2";"11kW";"0.35"
3038;"Alfen GDH2302";52.1018;4.29907;"Type2";"11kW";"0.35"
3040;"Alfen GDH2411";52.0919;4.30855;"Type2";"11kW";"0.35"
3042;"Alfen GDH2372";52.0718;4.27786;"Type2";"11kW";"0.35"
3044;"Alfen GDH2362";52.0954;4.27005;"Type2";"11kW";"0.35"
3046;"Alfen GDH2402";52.0792;4.31848;"Type2";"11kW";"0.35"
3048;"Alfen GDH2341";52.0762;4.28337;"Type2";"11kW";"0.35"
3050;"Alfen GDH2392";52.0955;4.27098;"Type2";"11kW";"0.35"
3060;"Alfen VAN_2631";51.9885;4.36202;"Type2";"11kW";"0.33"
3074;"Alfen BRS_0281";51.8725;4.47713;"Type2";"11kW";"0.33"
3076;"Alfen BRS_0372";51.9221;4.47106;"Type2";"11kW";"0.33"
3078;"Alfen BRS_0332";51.9137;4.471;"Type2";"11kW";"0.33"
3084;"Alfen BRS_0321";51.9113;4.48254;"Type2";"11kW";"0.33"
3090;"Alfen BRS_0341";51.9239;4.48273;"Type2";"11kW";"0.33"
3092;"Alfen BRS_0312";51.9217;4.49178;"Type2";"11kW";"0.33"
3094;"Alfen RHL02021";52.0291;4.17244;"Type2";"11kW";"0.33"
3096;"Alfen RHL02011";52.0255;4.22717;"Type2";"11kW";"0.33"
3098;"Alfen RHL02031";52.0073;4.16456;"Type2";"11kW";"0.33"
3100;"Alfen GDH2181";52.0636;4.40846;"Type2";"11kW";"0.35"
3102;"Alfen GDH1431";52.0695;4.34771;"Type2";"11kW";"0.35"
3104;"Alfen GDH2152";52.0872;4.34271;"Type2";"11kW";"0.35"
3106;"Alfen GDH2141";52.0814;4.31192;"Type2";"11kW";"0.35"
3108;"Alfen GDH2271";52.09;4.29731;"Type2";"11kW";"0.35"
3110;"Alfen GDH2262";52.0921;4.30345;"Type2";"11kW";"0.35"
3112;"Alfen GDH2131";52.0909;4.27056;"Type2";"11kW";"0.35"
3114;"Alfen GDH2221";52.0792;4.27961;"Type2";"11kW";"0.35"
3116;"Alfen GDH2212";52.0785;4.28233;"Type2";"11kW";"0.35"
3118;"Alfen GDH2192";52.0638;4.23896;"Type2";"11kW";"0.35"
3120;"Alfen GDH2172";52.0557;4.31626;"Type2";"11kW";"0.35"
3122;"Alfen GDH2201";52.0449;4.37199;"Type2";"11kW";"0.35"
3124;"Alfen RHL01162";51.9858;4.35165;"Type2";"11kW";"0.33"
3126;"Alfen RHL01172";51.9867;4.37087;"Type2";"11kW";"0.33"
3128;"Alfen RHL01202";52.0141;4.36863;"Type2";"11kW";"0.33"
3130;"Alfen RHL01022";52.0147;4.35905;"Type2";"11kW";"0.33"
3132;"Alfen RHL02042";52.0066;4.16239;"Type2";"11kW";"0.33"
3134;"Alfen GDH1962";52.0687;4.25636;"Type2";"11kW";"0.35"
3136;"Alfen RHL01051";52.0143;4.34267;"Type2";"11kW";"0.33"
3138;"Alfen RHL01031";52.0154;4.34817;"Type2";"11kW";"0.33"
3140;"Alfen RHL01072";52.0108;4.34556;"Type2";"11kW";"0.33"
3142;"Alfen RHL01152";51.9792;4.34925;"Type2";"11kW";"0.33"
3144;"Alfen RHL01141";51.9786;4.33917;"Type2";"11kW";"0.33"
3146;"Alfen RHL01132";51.9818;4.33632;"Type2";"11kW";"0.33"
3148;"Alfen RHL01122";51.9873;4.35033;"Type2";"11kW";"0.33"
3150;"Alfen RHL01092";52.008;4.35014;"Type2";"11kW";"0.33"
3152;"Alfen RHL01101";51.9994;4.33816;"Type2";"11kW";"0.33"
3154;"Alfen RHL01012";52.0151;4.36281;"Type2";"11kW";"0.33"
3156;"Alfen RHL01082";52.0094;4.35214;"Type2";"11kW";"0.33"
3158;"Alfen RHL01192";52.0183;4.36519;"Type2";"11kW";"0.33"
3160;"Alfen RHL01112";52.0015;4.34012;"Type2";"11kW";"0.33"
3162;"Alfen GDH2011";52.1098;4.29642;"Type2";"11kW";"0.35"
3164;"Alfen GDH2092";52.0897;4.35015;"Type2";"11kW";"0.35"
3166;"Alfen GDH2061";52.0892;4.31853;"Type2";"11kW";"0.35"
3168;"Alfen GDH2072";52.099;4.3168;"Type2";"11kW";"0.35"
3170;"Alfen GDH2031";52.1016;4.28625;"Type2";"11kW";"0.35"
3172;"Alfen GDH2021";52.0671;4.23474;"Type2";"11kW";"0.35"
3174;"Alfen GDH2102";52.0788;4.27519;"Type2";"11kW";"0.35"
3176;"Alfen GDH2041";52.0245;4.29159;"Type2";"11kW";"0.35"
3178;"Alfen GDH2081";52.0601;4.41394;"Type2";"11kW";"0.35"
3180;"Alfen GDH2051";52.0924;4.27839;"Type2";"11kW";"0.35"
3182;"Alfen GDH2122";52.0386;4.36544;"Type2";"11kW";"0.35"
3183;"Alfen GDH2111";52.0603;4.26965;"Type2";"11kW";"0.35"
3185;"Alfen GDH1942";52.0743;4.27666;"Type2";"11kW";"0.35"
3189;"Alfen GDH1522";52.0355;4.26595;"Type2";"11kW";"0.35"
3191;"Alfen GDH2002";52.0517;4.38199;"Type2";"11kW";"0.35"
3193;"Alfen GDH1982";52.0327;4.39123;"Type2";"11kW";"0.35"
3195;"Alfen GDH1932";52.0199;4.30211;"Type2";"11kW";"0.35"
3197;"Alfen GDH1911";52.0351;4.36848;"Type2";"11kW";"0.35"
3199;"Alfen GDH1101";52.0919;4.29683;"Type2";"11kW";"0.35"
3201;"Alfen GDH1971";52.0791;4.25747;"Type2";"11kW";"0.35"
3203;"Alfen GDH1922";52.079;4.28773;"Type2";"11kW";"0.35"
3205;"Alfen GDH0912";52.0817;4.27703;"Type2";"11kW";"0.35"
3207;"Alfen GDH0282";52.0944;4.32336;"Type2";"11kW";"0.35"
3211;"Alfen GDH1951";52.1155;4.28614;"Type2";"11kW";"0.35"
3213;"Alfen GDH1881";52.0509;4.30605;"Type2";"11kW";"0.35"
3215;"Alfen GDH1892";52.0938;4.30256;"Type2";"11kW";"0.35"
3217;"Alfen GDH1852";52.0991;4.2813;"Type2";"11kW";"0.35"
3219;"Alfen GDH1802";52.0812;4.29126;"Type2";"11kW";"0.35"
3221;"Alfen GDH1771";52.0817;4.33994;"Type2";"11kW";"0.35"
3223;"Alfen GDH1602";52.0954;4.27857;"Type2";"11kW";"0.35"
3225;"Alfen GDH1872";52.0914;4.32126;"Type2";"11kW";"0.35"
3227;"Alfen GDH1811";52.1092;4.28418;"Type2";"11kW";"0.35"
3229;"Alfen GDH1841";52.0365;4.35766;"Type2";"11kW";"0.35"
3231;"Alfen GDH1821";52.0951;4.33502;"Type2";"11kW";"0.35"
3233;"Alfen GDH1831";52.0745;4.31093;"Type2";"11kW";"0.35"
3235;"Alfen GDH1861";52.0603;4.25936;"Type2";"11kW";"0.35"
3237;"Alfen GDH1781";52.0443;4.2824;"Type2";"11kW";"0.35"
3239;"Alfen GDH1792";52.0667;4.25608;"Type2";"11kW";"0.35"
3241;"Alfen GDH1761";52.0602;4.32048;"Type2";"11kW";"0.35"
3243;"Alfen GDH1701";52.0825;4.28988;"Type2";"11kW";"0.35"
3245;"Alfen GDH1671";52.0795;4.32236;"Type2";"11kW";"0.35"
3247;"Alfen GDH1721";52.1144;4.28773;"Type2";"11kW";"0.35"
3248;"Alfen GDH1731";52.0958;4.27535;"Type2";"11kW";"0.35"
3251;"Alfen GDH1741";52.0758;4.24179;"Type2";"11kW";"0.35"
3253;"Alfen GDH1591";52.0752;4.24598;"Type2";"11kW";"0.35"
3255;"Alfen GDH1311";52.0823;4.25496;"Type2";"11kW";"0.35"
3257;"Alfen GDH1662";52.0797;4.28217;"Type2";"11kW";"0.35"
3259;"Alfen GDH1611";52.0925;4.30089;"Type2";"11kW";"0.35"
3261;"Alfen GDH1712";52.0733;4.30579;"Type2";"11kW";"0.35"
3263;"Alfen GDH1622";52.0609;4.30094;"Type2";"11kW";"0.35"
3266;"Alfen GDH1452";52.074;4.27807;"Type2";"11kW";"0.35"
3268;"Alfen GDH1581";52.0732;4.40255;"Type2";"11kW";"0.35"
3270;"Alfen GDH1642";52.0208;4.30193;"Type2";"11kW";"0.35"
3272;"Alfen GDH1542";52.0778;4.27844;"Type2";"11kW";"0.35"
3274;"Alfen GDH1482";52.0966;4.27496;"Type2";"11kW";"0.35"
3276;"Alfen GDH1442";52.1104;4.28694;"Type2";"11kW";"0.35"
3278;"Alfen GDH1631";52.0628;4.41051;"Type2";"11kW";"0.35"
3280;"Alfen GDH1691";52.0442;4.37606;"Type2";"11kW";"0.35"
3282;"Alfen GDH1511";52.0406;4.36208;"Type2";"11kW";"0.35"
3284;"Alfen GDH1532";52.0587;4.39298;"Type2";"11kW";"0.35"
3286;"Alfen GDH1332";52.0643;4.41293;"Type2";"11kW";"0.35"
3288;"Alfen GDH1551";52.0661;4.24004;"Type2";"11kW";"0.35"
3290;"Alfen GDH1461";52.0487;4.24506;"Type2";"11kW";"0.35"
3292;"Alfen GDH1472";52.0912;4.32587;"Type2";"11kW";"0.35"
3293;"Alfen GDH1471";52.0912;4.32589;"Type2";"11kW";"0.35"
3296;"Alfen GDH1492";52.0802;4.2971;"Type2";"11kW";"0.35"
3298;"Alfen GDH1561";52.0904;4.29694;"Type2";"11kW";"0.35"
3300;"Alfen GDH1001";52.0543;4.23832;"Type2";"11kW";"0.35"
3302;"Alfen GDH1651";52.0754;4.29482;"Type2";"11kW";"0.35"
3304;"Alfen GDH0992";52.0774;4.24852;"Type2";"11kW";"0.35"
3306;"Alfen GDH1051";52.0811;4.25362;"Type2";"11kW";"0.35"
3308;"Alfen GDH1141";52.0763;4.25094;"Type2";"11kW";"0.35"
3310;"Alfen GDH1161";52.0791;4.25194;"Type2";"11kW";"0.35"
3312;"Alfen GDH1222";52.0787;4.27591;"Type2";"11kW";"0.35"
3314;"Alfen GDH1251";52.0718;4.25153;"Type2";"11kW";"0.35"
3316;"Alfen GDH1352";52.0709;4.25607;"Type2";"11kW";"0.35"
3318;"Alfen GDH1371";52.0763;4.26053;"Type2";"11kW";"0.35"
3320;"Alfen GDH1392";52.0676;4.27019;"Type2";"11kW";"0.35"
3322;"Alfen GDH1382";52.0632;4.41926;"Type2";"11kW";"0.35"
3324;"Alfen GDH1401";52.0597;4.41264;"Type2";"11kW";"0.35"
3326;"Alfen GDH1292";52.0479;4.37942;"Type2";"11kW";"0.35"
3328;"Alfen GDH1301";52.0576;4.40509;"Type2";"11kW";"0.35"
3330;"Alfen GDH1182";52.0766;4.26615;"Type2";"11kW";"0.35"
3332;"Alfen GDH1362";52.1007;4.3142;"Type2";"11kW";"0.35"
3334;"Alfen GDH1132";52.0927;4.32269;"Type2";"11kW";"0.35"
3336;"Alfen GDH1031";52.1001;4.30021;"Type2";"11kW";"0.35"
3338;"Alfen GDH1282";52.1109;4.28234;"Type2";"11kW";"0.35"
3340;"Alfen GDH1262";52.1117;4.29105;"Type2";"11kW";"0.35"
3342;"Alfen GDH1112";52.0831;4.33684;"Type2";"11kW";"0.35"
3344;"Alfen GDH1082";52.0838;4.3322;"Type2";"11kW";"0.35"
3346;"Alfen GDH1021";52.0904;4.34112;"Type2";"11kW";"0.35"
3348;"Alfen GDH1422";52.0892;4.34456;"Type2";"11kW";"0.35"
3350;"Alfen GDH1202";52.0998;4.27873;"Type2";"11kW";"0.35"
3352;"Alfen GDH1272";52.0291;4.28372;"Type2";"11kW";"0.35"
3354;"Alfen GDH1231";52.0512;4.2691;"Type2";"11kW";"0.35"
3356;"Alfen GDH1411";52.083;4.2963;"Type2";"11kW";"0.35"
3358;"Alfen GDH1341";52.0862;4.30174;"Type2";"11kW";"0.35"
3360;"Alfen GDH1171";52.0793;4.30097;"Type2";"11kW";"0.35"
3362;"Alfen GDH1192";52.0721;4.31968;"Type2";"11kW";"0.35"
3364;"Alfen GDH1071";52.0808;4.30775;"Type2";"11kW";"0.35"
3366;"Alfen GDH1062";52.0728;4.3035;"Type2";"11kW";"0.35"
3368;"Alfen GDH1241";52.0758;4.31621;"Type2";"11kW";"0.35"
3370;"Alfen GDH1122";52.0576;4.32914;"Type2";"11kW";"0.35"
3372;"Alfen GDH1212";52.0737;4.33279;"Type2";"11kW";"0.35"
3374;"Alfen GDH1152";52.0917;4.30233;"Type2";"11kW";"0.35"
3376;"Alfen GDH1321";52.0912;4.30662;"Type2";"11kW";"0.35"
3378;"Alfen GDH1011";52.0577;4.31547;"Type2";"11kW";"0.35"
3380;"Alfen GDH1091";52.0933;4.30868;"Type2";"11kW";"0.35"
3382;"Alfen GDH0542";52.0842;4.28376;"Type2";"11kW";"0.35"
3384;"Alfen GDH0202";52.097;4.28178;"Type2";"11kW";"0.35"
3386;"Alfen GDH0531";52.0982;4.31092;"Type2";"11kW";"0.35"
3388;"Alfen GDH0091";52.0871;4.27225;"Type2";"11kW";"0.35"
3390;"Alfen GDH0941";52.02;4.29902;"Type2";"11kW";"0.35"
3392;"Alfen GDH0231";52.0968;4.27401;"Type2";"11kW";"0.35"
3394;"Alfen GDH0381";52.0554;4.24818;"Type2";"11kW";"0.35"
3396;"Alfen GDH0802";52.1004;4.27022;"Type2";"11kW";"0.35"
3398;"Alfen GDH0052";52.0452;4.23976;"Type2";"11kW";"0.35"
3400;"Alfen GDH0661";52.0637;4.25408;"Type2";"11kW";"0.35"
3402;"Alfen GDH0361";52.0801;4.25632;"Type2";"11kW";"0.35"
3404;"Alfen GDH0271";52.0835;4.29405;"Type2";"11kW";"0.35"
3406;"Alfen GDH0731";52.107;4.28159;"Type2";"11kW";"0.35"
3408;"Alfen GDH0141";52.0594;4.32489;"Type2";"11kW";"0.35"
3410;"Alfen GDH0502";52.0784;4.26249;"Type2";"11kW";"0.35"
3412;"Alfen GDH0161";52.0828;4.26151;"Type2";"11kW";"0.35"
3414;"Alfen GDH0652";52.0968;4.31389;"Type2";"11kW";"0.35"
3416;"Alfen GDH0861";52.0999;4.31686;"Type2";"11kW";"0.35"
3418;"Alfen GDH0892";52.1042;4.27209;"Type2";"11kW";"0.35"
3420;"Alfen GDH0781";52.1115;4.2981;"Type2";"11kW";"0.35"
3422;"Alfen GDH0431";52.0814;4.33892;"Type2";"11kW";"0.35"
3424;"Alfen GDH0771";52.0814;4.27429;"Type2";"11kW";"0.35"
3426;"Alfen GDH0132";52.0811;4.3426;"Type2";"11kW";"0.35"
3428;"Alfen GDH0972";52.0944;4.27943;"Type2";"11kW";"0.35"
3430;"Alfen GDH0621";52.073;4.32268;"Type2";"11kW";"0.35"
3432;"Alfen GDH0672";52.1099;4.28819;"Type2";"11kW";"0.35"
3434;"Alfen GDH0012";52.0937;4.2799;"Type2";"11kW";"0.35"
3436;"Alfen GDH0512";52.086;4.33225;"Type2";"11kW";"0.35"
3438;"Alfen GDH0181";52.0847;4.29421;"Type2";"11kW";"0.35"
3440;"Alfen GDH0831";52.0731;4.23991;"Type2";"11kW";"0.35"
3442;"Alfen GDH0611";52.0517;4.30298;"Type2";"11kW";"0.35"
3444;"Alfen GDH0121";52.0832;4.27794;"Type2";"11kW";"0.35"
3446;"Alfen GDH0961";52.0574;4.31311;"Type2";"11kW";"0.35"
3448;"Alfen GDH0341";52.101;4.27117;"Type2";"11kW";"0.35"
3450;"Alfen GDH0332";52.0789;4.29225;"Type2";"11kW";"0.35"
3452;"Alfen GDH0852";52.0739;4.40649;"Type2";"11kW";"0.35"
3454;"Alfen GDH0921";52.0845;4.28729;"Type2";"11kW";"0.35"
3456;"Alfen GDH0241";52.0317;4.37967;"Type2";"11kW";"0.35"
3458;"Alfen GDH0951";52.0966;4.28248;"Type2";"11kW";"0.35"
3460;"Alfen GDH0352";52.0846;4.28681;"Type2";"11kW";"0.35"
3462;"Alfen GDH0761";52.0886;4.27813;"Type2";"11kW";"0.35"
3464;"Alfen GDH0402";52.081;4.27789;"Type2";"11kW";"0.35"
3466;"Alfen GDH0291";52.054;4.24155;"Type2";"11kW";"0.35"
3468;"Alfen GDH0222";52.03;4.37926;"Type2";"11kW";"0.35"
3470;"Alfen GDH0632";52.1089;4.29275;"Type2";"11kW";"0.35"
3472;"Alfen GDH0191";52.0853;4.30144;"Type2";"11kW";"0.35"
3474;"Alfen GDH0452";52.0345;4.2844;"Type2";"11kW";"0.35"
3476;"Alfen GDH0641";52.094;4.27216;"Type2";"11kW";"0.35"
3478;"Alfen GDH0311";52.0948;4.27878;"Type2";"11kW";"0.35"
3480;"Alfen GDH0521";52.0829;4.30667;"Type2";"11kW";"0.35"
3482;"Alfen GDH0752";52.1048;4.32022;"Type2";"11kW";"0.35"
3484;"Alfen GDH0682";52.0738;4.28687;"Type2";"11kW";"0.35"
3486;"Alfen GDH0602";52.0652;4.23497;"Type2";"11kW";"0.35"
3488;"Alfen GDH0412";52.081;4.26212;"Type2";"11kW";"0.35"
3490;"Alfen GDH0561";52.0984;4.27996;"Type2";"11kW";"0.35"
3494;"Alfen GDH0372";52.0711;4.30124;"Type2";"11kW";"0.35"
3496;"Alfen GDH0811";52.096;4.30653;"Type2";"11kW";"0.35"
3498;"Alfen GDH0021";52.0848;4.28311;"Type2";"11kW";"0.35"
3500;"Alfen GDH0041";52.0761;4.26315;"Type2";"11kW";"0.35"
3502;"Alfen GDH0151";52.0907;4.29626;"Type2";"11kW";"0.35"
3504;"Alfen GDH0551";52.0997;4.28405;"Type2";"11kW";"0.35"
3506;"Alfen GDH0721";52.0339;4.35885;"Type2";"11kW";"0.35"
3508;"Alfen GDH0322";52.1064;4.30397;"Type2";"11kW";"0.35"
3510;"Alfen GDH0071";52.0932;4.30268;"Type2";"11kW";"0.35"
3512;"Alfen GDH0262";52.11;4.29345;"Type2";"11kW";"0.35"
3514;"Alfen GDH0842";52.0912;4.31923;"Type2";"11kW";"0.35"
3516;"Alfen GDH0792";52.0732;4.2577;"Type2";"11kW";"0.35"
3518;"Alfen GDH0932";52.0946;4.32806;"Type2";"11kW";"0.35"
3520;"Alfen GDH0212";52.0696;4.25303;"Type2";"11kW";"0.35"
3522;"Alfen GDH0171";52.1;4.28791;"Type2";"11kW";"0.35"
3524;"Alfen GDH0391";52.0857;4.34003;"Type2";"11kW";"0.35"
3526;"Alfen GDH0822";52.1024;4.26737;"Type2";"11kW";"0.35"
3528;"Alfen GDH3672";52.0815;4.31996;"Type2";"11kW";"0.35"
3529;"Alfen GDH0421";52.0815;4.32001;"Type2";"11kW";"0.35"
3530;"Alfen GDH0591";52.0317;4.38814;"Type2";"11kW";"0.35"
3532;"Alfen GDH0442";52.0603;4.32743;"Type2";"11kW";"0.35"
3534;"Alfen GDH0901";52.064;4.41714;"Type2";"11kW";"0.35"
3536;"Alfen GDH0492";52.1114;4.28939;"Type2";"11kW";"0.35"
3538;"Alfen GDH0881";52.1016;4.27896;"Type2";"11kW";"0.35"
3540;"Alfen GDH0472";52.0986;4.27818;"Type2";"11kW";"0.35"
3542;"Alfen GDH0081";52.0888;4.33721;"Type2";"11kW";"0.35"
3544;"Alfen GDH0462";52.0908;4.31587;"Type2";"11kW";"0.35"
3546;"Alfen GDH0701";52.0906;4.30474;"Type2";"11kW";"0.35"
3548;"Alfen GDH0582";52.0837;4.28778;"Type2";"11kW";"0.35"
3550;"Alfen GDH0302";52.0873;4.33438;"Type2";"11kW";"0.35"
3552;"Alfen GDH0112";52.0816;4.29946;"Type2";"11kW";"0.35"
3554;"Alfen GDH0692";52.0885;4.32037;"Type2";"11kW";"0.35"
3556;"Alfen GDH006B2";52.0857;4.31517;"Type2";"11kW";"0.35"
3557;"Alfen GDH0062";52.0857;4.31522;"Type2";"11kW";"0.35"
3558;"Alfen GDH0741";52.0845;4.28476;"Type2";"11kW";"0.35"
3560;"Alfen GDH0982";52.0836;4.32758;"Type2";"11kW";"0.35"
3562;"Alfen GDH0251";52.091;4.29847;"Type2";"11kW";"0.35"
3564;"Alfen GDH0872";52.0896;4.31041;"Type2";"11kW";"0.35"
3566;"Alfen GDH0031";52.0759;4.27569;"Type2";"11kW";"0.35"
3568;"Alfen GDH0711";52.0463;4.28586;"Type2";"11kW";"0.35"
9647;"Total Bonaparte";51.2301;4.40215;"Chademo";"50kW";"N/A"
9649;"BE Total Ruisbroek, Brussel,E19";50.7684;4.29548;"Chademo";"50kW";"N/A"
9669;"Oplaadpaal";51.1053;3.8699;"Type2";"22kW";"N/A"
9673;"Oplaadpaal";51.0697;4.25094;"Type2";"22kW";"N/A"
9677;"Oplaadpaal";50.8117;4.29158;"Type2";"22kW";"N/A"
9678;"Oplaadpaal";50.8709;4.49162;"Type2";"22kW";"N/A"
9679;"Oplaadpaal";51.1429;4.43756;"Type2";"22kW";"N/A"
9680;"Oplaadpaal";50.7447;4.34626;"Type2";"22kW";"N/A"
9730;"BlueCorner Chargepoint 005935";51.0293;4.09908;"Schuko";"3.7kW";"0.47"
14275;"Toyota 1";50.8792;4.43594;"Type2";"7.4kW";"N/A"
14276;"Toyota 3";50.8791;4.43576;"Type2";"7.4kW";"N/A"
14543;"Ikéa – Odysseum";43.6039;3.92602;"Chademo";"50kW";"N/A"
16465;"Nissan Headquarters Belgium";51.1244;4.37223;"Chademo";"50kW";"N/A"
16467;"Total";50.814;4.30149;"Chademo";"50kW";"N/A"
16468;"Total";50.838;4.28513;"Chademo";"50kW";"N/A"
16472;"Total";50.8711;4.3552;"Chademo";"50kW";"N/A"
16473;"Total";50.8516;4.36244;"Chademo";"50kW";"N/A"
16474;"Nissan Dealer Bouvy Motors";50.4887;4.4536;"Chademo";"50kW";"N/A"
16485;"Total";50.779;4.30043;"Chademo";"50kW";"N/A"
16486;"Total";50.8483;4.40838;"Chademo";"50kW";"N/A"
16487;"Nissan Dealer Garage De Witte NV";51.2103;4.13855;"Chademo";"50kW";"N/A"
16488;"Nissan Dealer Group Duyck BVBA";50.7599;4.25155;"Chademo";"50kW";"N/A"
16489;"Total";50.838;4.46362;"Chademo";"50kW";"N/A"
16490;"Nissan Dealer Leo Peeters Vilvoorde NV";50.9252;4.44767;"Chademo";"50kW";"N/A"
